field,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,rcid
1234,318.65004,-35.05,0.09,9.5155,-44.0744,310.2999,-18.1656,0
1235,326.89619,-35.05,0.05,10.1764,-50.8085,317.0372,-20.4293,0
1236,335.0006,-35.05,0.01,10.0354,-57.4409,323.6578,-22.9099,0
1237,343.38847999999996,-35.05,0.01,8.5201,-64.2663,330.5374,-25.7094,0
1238,351.63462999999996,-35.05,0.02,4.3859,-70.8318,337.3658,-28.6544,0
1239,359.88077999999996,-35.05,0.01,354.0277,-76.964,344.3071,-31.7507,0
1240,4.68607,-27.85,0.01,27.4084,-83.2843,352.274,-27.2157,0
1241,12.25,-27.85,0.02,303.0,-89.55,359.0914,-30.2141,0
1242,19.81393,-27.85,0.01,218.5916,-83.2843,6.1172,-33.218,0
1243,27.37786,-27.85,0.02,218.4351,-76.5976,13.4118,-36.1813,0
1244,34.941790000000005,-27.85,0.01,219.5809,-69.9187,21.0395,-39.0535,0
1245,42.50571,-27.85,0.02,221.0843,-63.2581,29.0653,-41.7778,0
1246,50.06964,-27.85,0.01,222.767,-56.6241,37.5487,-44.2912,0
1247,57.63357,-27.85,0.01,224.58,-50.025,46.5331,-46.5249,0
1248,65.1975,-27.85,0.04,226.5127,-43.47,56.0326,-48.4064,0
1249,72.76143,-27.85,0.01,228.5703,-36.9698,66.0155,-49.8638,0
1250,80.5018,-27.85,0.02,230.8198,-30.3874,76.6385,-50.8497,0
1251,88.06573,-27.85,0.03,233.1794,-24.0378,87.2659,-51.2709,0
1252,95.45321,-27.85,0.06,235.6631,-17.932,97.6969,-51.1437,0
1253,103.01714,-27.85,0.17,238.4211,-11.7988,108.2334,-50.4686,0
1254,110.58107,-27.85,0.19,241.4345,-5.811,118.4513,-49.2765,0
1255,118.145,-27.85,0.45,244.7483,0.0001,128.228,-47.6231,0
1256,125.94553,-27.85,0.21,248.536,5.7668,137.7824,-45.5074,0
1257,133.74605,-27.85,0.11,252.7637,11.2517,146.7912,-43.0538,0
1258,141.54658,-27.85,0.13,257.5021,16.3898,155.2878,-40.3403,0
1259,149.34711000000001,-27.85,0.1,262.8215,21.1015,163.3304,-37.4393,0
1260,157.14763,-27.85,0.08,268.7824,25.2918,170.9884,-34.4159,0
1261,164.94816,-27.85,0.08,275.4173,28.8522,178.3335,-31.3285,0
1262,172.74868,-27.85,0.06,282.7088,31.6659,185.4338,-28.2294,0
1263,180.54921000000002,-27.85,0.08,290.5651,33.6202,192.3512,-25.1657,0
1264,188.42515,-27.85,0.07,298.8897,34.6282,199.206,-22.1529,0
1265,196.07511,-27.85,0.08,307.1106,34.6281,205.7855,-19.3431,0
1266,203.95078999999998,-27.85,0.06,315.4349,33.6202,212.5181,-16.6087,0
1267,211.75132000000002,-27.85,0.05,323.2912,31.6659,219.178,-14.095,0
1268,219.55184,-27.85,0.08,330.5827,28.8522,225.8545,-11.8092,0
1269,227.35237,-27.85,0.12,337.2176,25.2918,232.5653,-9.7831,0
1270,235.15288999999999,-27.85,0.13,343.1785,21.1015,239.3209,-8.0463,0
1271,242.95342000000002,-27.85,0.23,348.4979,16.3898,246.1246,-6.6249,0
1272,250.75395,-27.85,0.32,353.2363,11.2517,252.9735,-5.5412,0
1273,258.55447000000004,-27.85,0.26,357.464,5.7668,259.8589,-4.8127,0
1274,266.355,-27.85,1.02,1.2517,0.0001,266.7679,-4.4516,0
1275,273.91893,-27.85,0.47,4.5655,-5.811,273.475,-4.458,0
1276,281.48286,-27.85,0.3,7.5789,-11.7988,280.1741,-4.8154,0
1277,289.04679,-27.85,0.12,10.3369,-17.932,286.8511,-5.5181,0
1278,296.43427,-27.85,0.17,12.8206,-24.0378,293.3394,-6.5274,0
1279,303.9982,-27.85,0.09,15.1802,-30.3874,299.941,-7.8759,0
1280,311.73857000000004,-27.85,0.11,17.4297,-36.9698,306.6498,-9.5653,0
1281,319.3025,-27.85,0.07,19.4873,-43.47,313.1623,-11.4946,0
1282,326.86643,-27.85,0.03,21.42,-50.025,319.6407,-13.6724,0
1283,334.43036,-27.85,0.02,23.233,-56.6241,326.1,-16.07,0
1284,341.99429,-27.85,0.02,24.9157,-63.2581,332.5617,-18.6565,0
1285,349.55821000000003,-27.85,0.02,26.4191,-69.9187,339.0537,-21.3994,0
1286,357.12214,-27.85,0.02,27.5649,-76.5976,345.6108,-24.2646,0
1287,5.01679,-20.65,0.02,77.0839,-80.5597,355.9988,-20.8613,0
1288,12.25,-20.65,0.02,123.0,-83.25,2.6224,-23.7367,0
1289,19.48321,-20.65,0.02,168.9161,-80.5597,9.4017,-26.5965,0
1290,26.71643,-20.65,0.02,189.0397,-75.1786,16.3806,-29.3997,0
1291,33.94964,-20.65,0.02,198.8821,-69.0986,23.6033,-32.1021,0
1292,41.18286,-20.65,0.02,204.9794,-62.7951,31.1119,-34.6563,0
1293,48.41607,-20.65,0.03,209.419,-56.4067,38.9418,-37.0113,0
1294,55.64929,-20.65,0.04,213.0183,-49.989,47.1164,-39.1138,0
1295,62.8825,-20.65,0.03,216.1607,-43.5706,55.6406,-40.9092,0
1296,70.11570999999999,-20.65,0.04,219.054,-37.1704,64.4935,-42.3445,0
1297,77.34893000000001,-20.65,0.04,221.8251,-30.8034,73.624,-43.3727,0
1298,84.41543,-20.65,0.03,224.4984,-24.6286,82.7336,-43.9485,0
1299,91.64865,-20.65,0.06,227.2661,-18.369,92.1476,-44.077,0
1300,99.04857,-20.65,0.12,230.1907,-12.0455,101.7494,-43.7209,0
1301,106.28178999999999,-20.65,0.27,233.1965,-5.9627,110.9893,-42.9101,0
1302,113.515,-20.65,0.54,236.4044,-0.0002,119.9889,-41.6722,0
1303,120.67273,-20.65,0.22,239.8375,5.7537,128.5922,-40.0685,0
1304,127.83045,-20.65,0.1,243.5937,11.3275,136.8601,-38.1373,0
1305,134.98818,-20.65,0.14,247.7473,16.6779,144.7851,-35.9311,0
1306,142.14591000000001,-20.65,0.06,252.3807,21.7503,152.3815,-33.5024,0
1307,149.30364,-20.65,0.05,257.5825,26.4763,159.6782,-30.9021,0
1308,156.46136,-20.65,0.07,263.4397,30.7714,166.7129,-28.1779,0
1309,163.61909,-20.65,0.05,270.0238,34.5342,173.5278,-25.3744,0
1310,170.77682,-20.65,0.07,277.3652,37.6486,180.1658,-22.5331,0
1311,177.93455,-20.65,0.04,285.422,39.9924,186.6687,-19.6926,0
1312,185.25898,-20.65,0.05,294.2564,41.4759,193.2242,-16.8245,0
1313,192.08328999999998,-20.65,0.07,302.7902,41.9497,199.2757,-14.2196,0
1314,199.24102,-20.65,0.09,311.7436,41.4759,205.5953,-11.5893,0
1315,206.56545,-20.65,0.08,320.578,39.9924,212.0612,-9.0382,0
1316,213.72317999999999,-20.65,0.08,328.6348,37.6486,218.4025,-6.7137,0
1317,220.88091,-20.65,0.1,335.9762,34.5342,224.784,-4.5853,0
1318,228.03864,-20.65,0.12,342.5603,30.7714,231.2182,-2.681,0
1319,235.19636,-20.65,0.22,348.4175,26.4763,237.7116,-1.0269,0
1320,242.35408999999999,-20.65,0.18,353.6193,21.7503,244.2654,0.3534,0
1321,249.51182000000003,-20.65,0.39,358.2527,16.6779,250.875,1.4393,0
1322,256.66955,-20.65,0.44,2.4063,11.3275,257.5308,2.2141,0
1323,263.82727,-20.65,0.48,6.1625,5.7537,264.219,2.6655,0
1324,270.985,-20.65,1.17,9.5956,-0.0002,270.9228,2.7861,0
1325,278.21821,-20.65,0.77,12.8035,-5.9627,277.6947,2.57,0
1326,285.45142999999996,-20.65,0.2,15.8093,-12.0455,284.4455,2.0178,0
1327,292.85135,-20.65,0.08,18.7339,-18.369,291.3129,1.1144,0
1328,300.08457000000004,-20.65,0.13,21.5016,-24.6286,297.9741,-0.0848,0
1329,307.15107,-20.65,0.07,24.1749,-30.8034,304.4247,-1.5403,0
1330,314.38428999999996,-20.65,0.08,26.946,-37.1704,310.9663,-3.2989,0
1331,321.6175,-20.65,0.07,29.8393,-43.5706,317.4489,-5.3041,0
1332,328.85071,-20.65,0.04,32.9817,-49.989,323.8816,-7.5285,0
1333,336.08393,-20.65,0.03,36.581,-56.4067,330.2792,-9.9425,0
1334,343.31714,-20.65,0.03,41.0206,-62.7951,336.6619,-12.5154,0
1335,350.55036,-20.65,0.03,47.1179,-69.0986,343.0552,-15.2153,0
1336,357.78357,-20.65,0.02,56.9603,-75.1786,349.4893,-18.0088,0
1337,5.33343,-13.45,0.03,96.7806,-74.6275,359.4332,-14.4398,0
1338,12.38336,-13.45,0.02,123.538,-76.0494,5.94,-17.2396,0
1339,19.165960000000002,-13.45,0.02,149.2174,-74.6277,12.3077,-19.9021,0
1340,26.12443,-13.45,0.02,168.6461,-70.964,18.9832,-22.5661,0
1341,33.061640000000004,-13.45,0.02,181.4858,-66.0879,25.8137,-25.1162,0
1342,39.99886,-13.45,0.03,190.2806,-60.599,32.8481,-27.5208,0
1343,46.93607,-13.45,0.04,196.7299,-54.7909,40.1094,-29.7387,0
1344,53.873290000000004,-13.45,0.07,201.7863,-48.8079,47.6119,-31.7276,0
1345,60.8105,-13.45,0.05,205.9849,-42.7271,55.3576,-33.4455,0
1346,67.74771,-13.45,0.15,209.6424,-36.5941,63.3332,-34.852,0
1347,74.68493000000001,-13.45,0.14,212.959,-30.4386,71.5083,-35.9113,0
1348,81.62214,-13.45,0.14,216.0703,-24.2826,79.8343,-36.5941,0
1349,88.66587,-13.45,0.11,219.1209,-18.0499,88.3778,-36.8818,0
1350,95.47939000000001,-13.45,0.19,222.0445,-12.0543,96.6569,-36.7628,0
1351,102.43379,-13.45,0.28,225.0683,-5.9852,105.0486,-36.242,0
1352,109.371,-13.45,0.52,228.188,-0.0001,113.2932,-35.336,0
1353,116.27758,-13.45,0.22,231.4605,5.869,121.3213,-34.076,0
1354,123.05913999999999,-13.45,0.07,234.9021,11.52,128.9927,-32.5231,0
1355,130.09075,-13.45,0.06,238.7887,17.2302,136.7051,-30.6217,0
1356,136.99733,-13.45,0.06,243.0119,22.6499,144.0367,-28.5066,0
1357,143.90392,-13.45,0.06,247.7426,27.8296,151.1359,-26.1883,0
1358,150.8105,-13.45,0.06,253.1003,32.7014,158.0223,-23.7082,0
1359,157.71708,-13.45,0.07,259.2146,37.1772,164.7219,-21.1061,0
1360,164.62367,-13.45,0.04,266.2095,41.1461,171.265,-18.4202,0
1361,171.53025,-13.45,0.04,274.1702,44.4734,177.684,-15.6871,0
1362,178.43683000000001,-13.45,0.04,283.0905,47.0083,184.0115,-12.9415,0
1363,185.35402,-13.45,0.04,292.8282,48.6058,190.289,-10.2128,0
1364,192.11646000000002,-13.45,0.05,302.8014,49.1498,196.3973,-7.5967,0
1365,199.14622,-13.45,0.07,313.1721,48.6058,202.7452,-4.9634,0
1366,206.06316999999999,-13.45,0.11,322.9095,47.0083,209.0144,-2.4891,0
1367,212.96975,-13.45,0.09,331.8298,44.4734,215.3184,-0.1645,0
1368,219.87632999999997,-13.45,0.08,339.7905,41.1461,221.6835,1.9846,0
1369,226.78292000000002,-13.45,0.12,346.7854,37.1772,228.1215,3.9297,0
1370,233.6895,-13.45,0.14,352.8997,32.7014,234.6391,5.6437,0
1371,240.59607999999997,-13.45,0.2,358.2574,27.8296,241.2369,7.1015,0
1372,247.50267000000002,-13.45,0.33,2.9881,22.6499,247.9098,8.2807,0
1373,254.40925,-13.45,0.37,7.2113,17.2302,254.6467,9.1622,0
1374,261.43924,-13.45,0.24,11.097,11.5214,261.5531,9.7386,0
1375,268.22242,-13.45,0.29,14.5395,5.869,268.2446,9.9785,0
1376,275.129,-13.45,1.16,17.812,-0.0001,275.0635,9.8992,0
1377,282.06621,-13.45,0.74,20.9317,-5.9852,281.8957,9.4924,0
1378,289.02114,-13.45,0.24,23.9557,-12.0548,288.7066,8.7626,0
1379,295.83466,-13.45,0.16,26.8793,-18.0504,295.3234,7.747,0
1380,302.87786,-13.45,0.16,29.9297,-24.2826,302.0916,6.4018,0
1381,309.81507,-13.45,0.04,33.041,-30.4386,308.6782,4.8045,0
1382,316.75229,-13.45,0.05,36.3576,-36.5941,315.1835,2.9612,0
1383,323.6895,-13.45,0.1,40.0151,-42.7271,321.6112,0.8987,0
1384,330.62671,-13.45,0.05,44.2137,-48.8079,327.9709,-1.3549,0
1385,337.56392999999997,-13.45,0.05,49.2701,-54.7909,334.2773,-3.7702,0
1386,344.50113999999996,-13.45,0.04,55.7194,-60.599,340.5498,-6.3168,0
1387,351.43836,-13.45,0.03,64.5142,-66.0879,346.8118,-8.9637,0
1388,358.37557000000004,-13.45,0.03,77.3539,-70.964,353.0901,-11.6795,0
1389,1.8884400000000001,-6.25,0.03,96.1613,-66.6711,359.2359,-6.4833,0
1390,8.86589,-6.25,0.04,113.7427,-68.607,5.6552,-9.2548,0
1391,15.633510000000001,-6.25,0.07,132.2556,-68.607,11.9424,-11.9138,0
1392,22.61156,-6.25,0.05,149.8387,-66.6711,18.5176,-14.5907,0
1393,29.51926,-6.25,0.03,163.9402,-63.2341,25.1468,-17.1401,0
1394,36.42696,-6.25,0.02,174.773,-58.7848,31.9209,-19.553,0
1395,43.33467,-6.25,0.03,183.1002,-53.6983,38.86,-21.792,0
1396,50.24237,-6.25,0.06,189.6727,-48.2126,45.978,-23.8197,0
1397,57.15006999999999,-6.25,0.06,195.0445,-42.4726,53.2799,-25.5988,0
1398,64.05778000000001,-6.25,0.09,199.595,-36.5679,60.76,-27.0941,0
1399,70.96548,-6.25,0.09,203.5826,-30.5568,68.4005,-28.2732,0
1400,77.87319000000001,-6.25,0.14,207.1883,-24.4788,76.1715,-29.109,0
1401,84.78089,-6.25,0.17,210.5438,-18.3627,84.0318,-29.5812,2
1402,91.79495,-6.25,0.25,213.7994,-12.137,92.0538,-29.6765,0
1403,98.58206,-6.25,0.51,216.8861,-6.117,99.8031,-29.3977,0
1404,105.504,-6.25,0.92,220.0434,-0.0003,107.6417,-28.7447,0
1405,112.5291,-6.25,0.17,223.3303,6.1645,115.4833,-27.718,0
1406,119.35797,-6.25,0.14,226.6787,12.0942,122.9602,-26.3923,0
1407,126.32303999999999,-6.25,0.07,230.3327,18.0525,130.4143,-24.7376,0
1408,133.26272,-6.25,0.02,234.3109,23.8666,137.6567,-22.8196,0
1409,140.2024,-6.25,0.04,238.7453,29.516,144.7148,-20.6696,0
1410,147.14208,-6.25,0.06,243.783,34.9437,151.5986,-18.3257,0
1411,154.08176,-6.25,0.06,249.6056,40.0721,158.3256,-15.8258,0
1412,161.02143999999998,-6.25,0.05,256.4277,44.7943,164.9191,-13.2074,0
1413,167.96112,-6.25,0.04,264.477,48.9659,171.4062,-10.5071,0
1414,174.9008,-6.25,0.04,273.9338,52.3998,177.8162,-7.7602,0
1415,181.84048,-6.25,0.05,284.8095,54.8764,184.1791,-5.0016,0
1416,188.84628999999998,-6.25,0.02,296.9117,56.1894,190.5854,-2.2394,0
1417,195.65393,-6.25,0.05,309.0887,56.1893,196.8221,0.3902,0
1418,202.65952,-6.25,0.03,321.1905,54.8764,203.2792,3.0066,0
1419,209.5992,-6.25,0.03,332.0662,52.3998,209.7388,5.4757,0
1420,216.53887999999998,-6.25,0.06,341.523,48.9659,216.2819,7.7894,0
1421,223.47856000000002,-6.25,0.09,349.5723,44.7943,222.9241,9.9154,0
1422,230.41824,-6.25,0.11,356.3944,40.0721,229.6754,11.8218,0
1423,237.35792,-6.25,0.16,2.217,34.9437,236.539,13.4783,0
1424,244.2976,-6.25,0.28,7.2547,29.516,243.5107,14.857,0
1425,251.23727999999997,-6.25,0.32,11.6891,23.8666,250.5787,15.9332,0
1426,258.17696,-6.25,0.65,15.6673,18.0525,257.7237,16.6869,0
1427,265.14043,-6.25,0.57,19.3205,12.0955,264.9453,17.1041,0
1428,271.9693,-6.25,1.01,22.669,6.1658,272.049,17.1753,0
1429,278.996,-6.25,1.23,25.9566,-0.0003,279.3491,16.8978,0
1430,285.91848,-6.25,0.36,29.1141,-6.1175,286.5009,16.2821,0
1431,292.70557,-6.25,0.2,32.2008,-12.1374,293.4479,15.3601,0
1432,299.71911,-6.25,0.09,35.4562,-18.3627,300.5372,14.0943,0
1433,306.62681000000003,-6.25,0.04,38.8117,-24.4788,307.4157,12.5593,0
1434,313.53452000000004,-6.25,0.1,42.4174,-30.5568,314.1838,10.7646,0
1435,320.44222,-6.25,0.04,46.405,-36.5679,320.8416,8.7392,0
1436,327.34993,-6.25,0.04,50.9555,-42.4726,327.396,6.5139,0
1437,334.25763,-6.25,0.05,56.3273,-48.2126,333.8603,4.1205,0
1438,341.16533,-6.25,0.04,62.8998,-53.6983,340.2527,1.5914,0
1439,348.07304,-6.25,0.05,71.227,-58.7848,346.5953,-1.0409,0
1440,354.98073999999997,-6.25,0.03,82.0598,-63.2341,352.9138,-3.7434,0
1441,5.36895,0.95,0.03,108.7459,-60.8879,5.3048,-1.2608,59
1442,12.379719999999999,0.95,0.02,123.2731,-61.6497,11.7573,-4.0172,0
1443,19.13045,0.95,0.03,137.2529,-60.888,18.0163,-6.6111,0
1444,26.02046,0.95,0.04,150.274,-58.7099,24.4765,-9.1643,0
1445,32.90569,0.95,0.03,161.3826,-55.3862,31.0282,-11.5869,0
1446,39.79092,0.95,0.03,170.5622,-51.2121,37.6952,-13.8468,38
1447,46.67615,0.95,0.09,178.1047,-46.4346,44.4916,-15.91,43
1448,53.56138000000001,0.95,0.1,184.3688,-41.2348,51.4248,-17.7433,61
1449,60.446619999999996,0.95,0.16,189.6712,-35.7384,58.4945,-19.3153,62
1450,67.33185,0.95,0.07,194.2625,-30.0325,65.6913,-20.5967,0
1451,74.21708000000001,0.95,0.08,198.334,-24.1776,72.9971,-21.5625,0
1452,81.10231,0.95,0.2,202.032,-18.2176,80.3852,-22.1928,0
1453,88.03815,0.95,0.51,205.4953,-12.1403,87.8771,-22.4748,0
1454,94.80696999999999,0.95,0.75,208.7127,-6.1633,95.1997,-22.4026,0
1455,101.758,0.95,0.55,211.9302,0.0004,102.692,-21.9727,0
1456,108.71892,0.95,0.15,215.1398,6.1794,110.1301,-21.1907,0
1457,115.67985,0.95,0.05,218.4128,12.3452,117.4714,-20.0736,0
1458,122.64076999999999,0.95,0.04,221.8307,18.4768,124.6921,-18.6447,0
1459,129.60169,0.95,0.03,225.4882,24.5497,131.7774,-16.9317,0
1460,136.56261999999998,0.95,0.04,229.502,30.5327,138.7221,-14.9661,0
1461,143.52354,0.95,0.04,234.0233,36.3845,145.5296,-12.7814,0
1462,150.48446,0.95,0.02,239.2537,42.047,152.211,-10.4123,64
1463,157.44538,0.95,0.04,245.4659,47.4356,158.7837,-7.894,0
1464,164.40631000000002,0.95,0.05,253.0207,52.4245,165.27,-5.2615,0
1465,171.36723,0.95,0.04,262.3566,56.826,171.6955,-2.5497,0
1466,178.32815,0.95,0.02,273.8825,60.3713,178.0883,0.2067,0
1467,185.03306,1.05,0.03,287.0749,62.7562,184.2028,2.9637,0
1468,192.09398000000002,0.95,0.02,302.6498,63.5496,190.7494,5.6552,0
1469,199.21694,0.95,0.02,318.3431,62.719,197.3707,8.4022,0
1470,206.17185,0.95,0.02,332.1175,60.3713,203.9196,10.9897,0
1471,213.13277000000002,0.95,0.04,343.6434,56.826,210.5818,13.4502,0
1472,220.09368999999998,0.95,0.04,352.9793,52.4245,217.3725,15.7453,0
1473,227.05462000000003,0.95,0.05,0.5341,47.4356,224.3065,17.8392,0
1474,234.01554,0.95,0.06,6.7463,42.047,231.3916,19.6966,0
1475,240.97646,0.95,0.1,11.9767,36.3845,238.6267,21.2838,0
1476,247.93738,0.95,0.08,16.498,30.5327,246.0012,22.5699,0
1477,254.89831,0.95,0.13,20.5118,24.5497,253.4939,23.5281,0
1478,261.85922999999997,0.95,0.28,24.1693,18.4768,261.0744,24.1374,0
1479,268.82015,0.95,0.32,27.5872,12.3452,268.7048,24.384,0
1480,275.78108,0.95,0.48,30.8602,6.1794,276.3425,24.2621,0
1481,282.742,0.95,1.76,34.0698,0.0004,283.9444,23.7746,0
1482,289.69352000000003,0.95,0.45,37.2876,-6.1637,291.4607,22.934,0
1483,296.46237,0.95,0.32,40.505,-12.1407,298.6752,21.7936,0
1484,303.39769,0.95,0.12,43.968,-18.2176,305.9369,20.3197,0
1485,310.28292000000005,0.95,0.08,47.666,-24.1776,313.0016,18.5794,0
1486,317.16815,0.95,0.09,51.7375,-30.0325,319.9177,16.5949,0
1487,324.05338,0.95,0.05,56.3288,-35.7384,326.6896,14.3998,0
1488,330.93862,0.95,0.05,61.6312,-41.2348,333.3292,12.0288,0
1489,337.82385,0.95,0.07,67.8953,-46.4346,339.8545,9.5166,0
1490,344.70908,0.95,0.05,75.4378,-51.2121,346.2877,6.8978,0
1491,351.59431,0.95,0.04,84.6174,-55.3862,352.6547,4.2065,0
1492,358.47954,0.95,0.04,95.726,-58.7099,358.9828,1.4764,0
1493,1.9608400000000001,8.15,0.09,105.8818,-53.0801,5.0524,6.6956,64
1494,8.88918,8.15,0.08,117.2925,-54.3013,11.3736,3.9693,64
1495,15.6102,8.15,0.06,128.7065,-54.3014,17.5099,1.3815,64
1496,22.53916,8.15,0.04,140.1182,-53.0801,23.8668,-1.1957,61
1497,29.3986,8.15,0.06,150.48,-50.7631,30.2136,-3.6248,64
1498,36.25804,8.15,0.1,159.6156,-47.5255,36.6334,-5.9011,63
1499,43.11748,8.15,0.14,167.496,-43.5609,43.1411,-7.9938,52
1500,49.97692,8.15,0.38,174.2481,-39.0407,49.7465,-9.8732,45
1501,56.83636,8.15,0.21,180.0561,-34.1021,56.4529,-11.5109,64
1502,63.6958,8.15,0.21,185.1052,-28.8492,63.2573,-12.8806,1
1503,70.55524,8.15,0.13,189.5585,-23.3596,70.1497,-13.9594,42
1504,77.41468,8.15,0.13,193.5524,-17.6912,77.1135,-14.7281,21
1505,84.35691,8.15,0.25,197.2416,-11.8166,84.2116,-15.176,0
1506,91.10571,8.15,0.31,200.5791,-6.0055,91.1347,-15.2849,0
1507,97.993,8.15,0.53,203.8118,0.0002,98.1951,-15.0622,0
1508,104.99717,8.15,0.16,206.994,6.1633,105.3419,-14.4941,0
1509,111.88452,8.15,0.05,210.0895,12.2587,112.311,-13.6103,0
1510,118.98841000000002,8.15,0.02,213.3227,18.5632,119.4165,-12.3781,0
1511,125.921,8.15,0.02,216.5998,24.7137,126.2551,-10.8834,0
1512,132.903,8.15,0.05,220.1216,30.8846,133.039,-9.112,0
1513,139.885,8.15,0.04,223.9953,37.0054,139.719,-7.1023,0
1514,146.867,8.15,0.02,228.4011,43.0403,146.3015,-4.885,0
1515,153.849,8.15,0.03,233.6021,48.9362,152.7993,-2.4919,0
1516,160.831,8.15,0.03,239.9971,54.6102,159.2305,0.0443,0
1517,167.813,8.15,0.04,248.2,59.9237,165.6176,2.6906,0
1518,174.795,8.15,0.04,259.1149,64.6381,171.9865,5.4136,0
1519,181.777,8.15,0.01,273.8109,68.3489,178.3658,8.1796,0
1520,188.78733,8.15,0.02,292.6959,70.4731,184.812,10.9657,0
1521,195.6502,8.15,0.04,313.1214,70.4829,191.1927,13.6676,0
1522,202.723,8.15,0.03,332.1891,68.3489,197.8726,16.3896,0
1523,209.705,8.15,0.03,346.8851,64.6381,204.6004,18.977,0
1524,216.687,8.15,0.02,357.8,59.9237,211.4878,21.427,0
1525,223.669,8.15,0.03,6.0029,54.6102,218.557,23.7004,0
1526,230.651,8.15,0.05,12.3979,48.9362,225.8229,25.7573,0
1527,237.633,8.15,0.04,17.5989,43.0403,233.2908,27.5583,0
1528,244.615,8.15,0.07,22.0047,37.0054,240.954,29.0654,0
1529,251.597,8.15,0.09,25.8784,30.8846,248.7923,30.2444,0
1530,258.579,8.15,0.13,29.4002,24.7137,256.7713,31.0663,0
1531,265.51207999999997,8.15,0.16,32.6775,18.5628,264.7873,31.5081,0
1532,272.61597,8.15,0.2,35.9108,12.2583,273.0395,31.5617,0
1533,279.525,8.15,0.77,39.0159,6.1437,281.0436,31.2249,0
1534,286.507,8.15,2.19,42.1882,0.0002,289.0531,30.504,0
1535,293.39477999999997,8.15,0.24,45.4211,-6.0059,296.8283,29.4363,0
1536,300.1436,8.15,0.14,48.7586,-11.817,304.2894,28.0718,0
1537,307.08532,8.15,0.09,52.4476,-17.6912,311.778,26.3712,0
1538,313.94476000000003,8.15,0.07,56.4415,-23.3596,318.9824,24.4298,39
1539,320.8042,8.15,0.05,60.8948,-28.8492,325.9939,22.2663,0
1540,327.66364,8.15,0.07,65.9439,-34.1021,332.824,19.9186,46
1541,334.52308,8.15,0.07,71.7519,-39.0407,339.4912,17.4241,62
1542,341.38252,8.15,0.06,78.504,-43.5609,346.0195,14.8195,0
1543,348.24196,8.15,0.05,86.3844,-47.5255,352.4363,12.1403,63
1544,355.1014,8.15,0.05,95.52,-50.7631,358.7707,9.4212,64
1545,1.5778299999999998,15.35,0.05,108.0992,-46.0143,7.6607,13.433,64
1546,8.53084,15.35,0.06,117.7278,-47.098,13.9304,10.7176,64
1547,15.96916,15.35,0.05,128.2722,-47.098,20.6125,7.8939,64
1548,22.92217,15.35,0.06,137.9008,-46.0143,26.8637,5.3633,64
1549,30.036959999999997,15.35,0.06,147.1311,-43.8997,33.2901,2.9155,64
1550,37.151740000000004,15.35,0.11,155.4925,-40.899,39.7668,0.6424,64
1551,44.26652,15.35,0.14,162.9069,-37.164,46.309,-1.4252,64
1552,51.3813,15.35,0.12,169.4142,-32.8397,52.9261,-3.258,64
1553,58.49609,15.35,0.31,175.1168,-28.0509,59.6215,-4.8287,64
1554,65.61086999999999,15.35,0.37,180.1381,-22.8986,66.3919,-6.1128,62
1555,72.72565,15.35,0.36,184.5996,-17.4624,73.2282,-7.0892,64
1556,79.84043,15.35,0.35,188.6109,-11.8038,80.1155,-7.7414,64
1557,86.95522,15.35,0.55,192.2677,-5.9705,87.0346,-8.058,6
1558,94.07,15.35,0.54,195.6528,0.0004,93.9635,-8.0333,0
1559,101.08286,15.35,0.08,198.7947,5.9916,100.7805,-7.6755,0
1560,108.09571000000001,15.35,0.07,201.8075,12.0649,107.5639,-6.9927,0
1561,115.10857,15.35,0.04,204.7535,18.2011,114.2959,-5.9966,0
1562,122.12143,15.35,0.04,207.6975,24.383,120.9627,-4.7034,0
1563,129.14702,15.35,0.04,210.719,30.606,127.5679,-3.1306,64
1564,136.19984,15.35,0.05,213.9182,36.8663,134.122,-1.2965,64
1565,143.25886,15.35,0.03,217.4148,43.1258,140.6086,0.7683,64
1566,150.30548000000002,15.35,0.03,221.3898,49.3423,147.0202,3.0296,0
1567,157.08868,15.35,0.05,225.9589,55.2602,153.1461,5.3672,9
1568,164.14153000000002,15.35,0.03,231.9982,61.2813,159.4869,7.9351,64
1569,171.19433999999998,15.35,0.02,240.341,67.0437,165.8225,10.6116,31
1570,178.22429,15.35,0.03,252.9175,72.2586,172.1603,13.3551,0
1571,185.23713999999998,15.35,0.04,273.1838,76.3028,178.5362,16.134,0
1572,192.25,15.35,0.05,303.0,77.95,184.9988,18.9207,0
1573,199.26286000000002,15.35,0.03,332.8162,76.3028,191.583,21.6797,0
1574,206.37618,15.35,0.03,353.3068,72.1901,198.4222,24.4113,0
1575,213.351,15.35,0.02,5.7234,67.0079,205.3199,26.9848,0
1576,220.32582000000002,15.35,0.03,13.9695,61.3087,212.4386,29.4131,0
1577,227.31429,15.35,0.04,19.9685,55.3441,219.8182,31.6574,0
1578,234.32713999999999,15.35,0.05,24.691,49.2258,227.4879,33.675,0
1579,241.34,15.35,0.05,28.637,43.0383,235.4248,35.4127,0
1580,248.35286000000002,15.35,0.05,32.1066,36.8195,243.6141,36.8273,0
1581,255.36571,15.35,0.08,35.2866,30.5947,252.0206,37.8803,0
1582,262.37857,15.35,0.06,38.3025,24.383,260.589,38.5406,0
